date,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
195103,-7.04,-4.18,-4.7,-3.04,-3.13,-4.2,-3.66,-2.9,-2.54,-1.43
195104,3.87,4.02,4.23,4.33,4.81,4.17,4.58,4.78,4.28,5.33
195105,-2.42,-4.88,-2.93,-3.18,-1.84,-2.49,-1.69,-2.48,-1.27,-2.41
195106,-6.95,-6.4,-6.61,-4.87,-5.46,-6.53,-4.3,-3.53,-2.42,-1.78
195107,3.87,4.58,6.95,5.95,5.87,5.93,7.29,7.61,7.26,7.14
195108,6.78,5.7,4.9,5.03,5.62,4.46,3.72,3.65,3.68,4.61
195109,1.18,2.92,4.12,2.86,2.31,2.14,2.16,2.52,2.1,0.01
195110,-1.38,-3.05,-2.38,-3.38,-1.55,-2.75,-2.83,-2.34,-2.26,-2.35
195111,-1.33,-0.13,0.68,0.38,0.87,1.12,2.31,1.29,1.08,0.39
195112,-0.26,0.73,0.3,1.58,0.8,0.69,2.44,2.08,2.74,4.24
195201,1.95,1.25,1.83,1.79,1.59,1.44,1.52,1.83,2.02,1.52
195202,-3.2,-2.91,-2.06,-1.97,-1.63,-2,-1.56,-1.73,-2.46,-2.76
195203,0.85,2.74,2.77,2.47,2.4,3.03,2.97,4.12,3.97,5.17
195204,-4.43,-4.32,-5.26,-4.22,-4.37,-3.95,-4.38,-5.15,-4.34,-5.05
195205,1,1.61,2.1,2.58,2.68,2.42,2.99,2.68,3.38,3.54
195206,2.54,3.26,3.06,2.69,2.77,3.12,3.73,3.27,2.92,4.49
195207,-0.04,1.7,1.1,0.85,0.93,1.34,0.62,1.5,1.11,1.02
195208,-0.36,0.41,0.68,0.4,0.68,-0.27,0.33,-0.16,-0.19,-0.95
195209,-0.66,-1.5,-1.5,-1.75,-0.35,-2.19,-1.57,-1.6,-1.6,-2.04
195210,-0.44,-1.41,-1.29,-2,-1.38,-0.62,-1.03,-0.83,-1.49,-0.15
195211,3.69,4.88,5.79,5.36,6.54,5.67,5.06,5.86,7.14,5.95
195212,0.56,1.43,3.17,2.81,1.09,2.54,3.38,2.17,2.44,3.45
195301,5.76,3.38,3.81,3.41,3.71,1.53,1.55,1.3,-0.06,-0.92
195302,2.72,3.62,0.92,1.59,1.97,0.46,0.89,0.65,-0.08,-0.52
195303,-1.44,-1.97,-1.6,-1.89,-1.74,-0.39,-0.69,-1.29,-0.44,-1.48
195304,-2.14,-1.89,-2.17,-1.61,-2.61,-1.87,-2.7,-2.14,-2.49,-2.87
195305,1.39,0.71,0.61,0.46,0.77,0.34,0.8,0.57,0.94,0.69
195306,-4.33,-4.43,-3.68,-3.47,-3.13,-3.09,-2.55,-3.21,-2.4,-1.1
195307,0.06,2.52,0.87,1.66,1.38,2.09,1.5,1.53,2.28,2.92
195308,-4.98,-6.28,-6.09,-5.12,-5.14,-5.34,-4.29,-4.92,-3.59,-4.31
195309,-4.16,-1.8,-1.98,-0.42,-1,-1.04,-0.63,-0.14,0.66,0.64
195310,2.63,2.01,3.31,3.37,4.36,4.38,4.21,4.53,4.08,5.04
195311,2.03,1.83,2.19,1.43,1.48,2.15,2.9,3.07,3.07,2.98
195312,-2.91,-2.59,-2.4,-1.39,-0.82,-1.16,-1.29,0.27,0.31,0.4
195401,8.73,7.33,7.35,6.35,6.77,7.2,5.99,5.88,5.57,4.84
195402,-0.15,0.41,1.7,1.43,1.94,1.94,1.71,2.32,1.57,1.7
195403,2.61,3.12,2.8,2.73,2.58,2.88,3.25,4.25,3.16,3.96
195404,1.16,0.79,0.37,1.46,1.65,2.51,1.16,2.45,2.67,5.55
195405,3.2,5.14,3.24,4.96,4.92,3.02,4.5,4.13,3.86,2.71
195406,1.56,0.97,1.03,1.94,1.43,2.04,1.09,2.45,1.35,0.88
195407,11.93,9.16,7.78,6.37,7.34,6.21,7.1,6.06,6.66,4.21
195408,-0.37,-0.16,0.62,0.33,-1.25,-1.26,-1.9,-1.62,-2.64,-2.53
195409,4.18,3.63,4.25,4.53,4.36,4.08,4.48,5.08,4.51,7.53
195410,0.42,-0.48,-0.57,-1.31,-0.35,-0.4,-0.3,-0.48,-0.97,-2.08
195411,5.97,9.14,8.77,8.84,9.88,10.21,8.72,10.19,9.38,9.42
195412,12.87,11.43,9.77,9.86,9.29,8.66,5.94,5.79,6.94,4.76
195501,3.92,3.33,0.79,0.89,1.61,2.8,1.03,0.2,0.82,0.48
195502,4.28,6.47,4.95,3.33,5.14,4.78,4.4,3.19,3.46,2.67
195503,0.2,-0.28,-0.12,0.51,-0.13,1.05,-0.76,-1.02,1.56,-0.33
195504,3.15,1.6,2.97,1.07,1.47,2.16,2.27,2.3,2.1,3.88
195505,1.71,0.29,0.24,0.15,0.59,0.42,0.94,1.48,0.94,1.21
195506,4.8,3.42,3.76,2.46,3.17,2.17,3.77,4.73,4.34,8.21
195507,2.61,0.92,1.78,0.23,0.04,0.21,1.06,-0.12,0.44,2.8
195508,0.06,-0.26,0.56,-0.13,0.99,1.07,1.03,0.73,0.71,0.21
195509,0.25,1.02,-1.31,-1.14,-0.28,-1.32,-1.13,-1.65,-2.56,0.58
195510,-1.96,-1.5,-1.09,-1.16,-0.92,-1.49,-1.81,-2.07,-1.97,-2.8
195511,3.47,3.64,4.77,5.77,5.72,6.24,6.03,6.94,6.28,7.67
195512,2.19,2.84,1.84,1.78,3.2,2.35,1.89,1.98,1.97,1.47
195601,-1.46,-0.76,-1.12,-2.24,-2.33,-3.16,-3.02,-3.14,-2.54,-2.87
195602,3.27,2.55,3.53,3.46,2.51,3.65,3.82,3.84,3.6,4.19
195603,2.28,6.3,4.2,4.57,3.83,6.35,5.21,5.79,6.26,7.33
195604,0.72,0.13,1.25,0.17,0.84,0.28,0.9,0.63,-0.56,0.66
195605,-4.31,-3.54,-5.12,-3.81,-3.88,-3.15,-4.46,-3.23,-3.67,-5.56
195606,0.46,0.48,2.24,1.59,2.22,3.92,2.63,2.66,3.59,3.99
195607,1.63,3.14,4.45,2.95,3.61,4.27,4.85,4.33,5.13,5.27
195608,-1.04,-0.88,-1.4,-1.29,-1.18,-1.74,-2.4,-2.97,-1.26,-3.56
195609,-3.28,-1.92,-2.66,-2.24,-3.48,-3.54,-3.82,-4.15,-5.07,-5.29
195610,0.04,0.45,1.04,0.35,0.94,0.66,1.5,0.39,1.5,0.64
195611,0.39,0.29,0.38,1.49,0.84,0.9,0.92,0.55,1.46,0.34
195612,0.68,1.38,2.48,3.63,2.29,2.29,3.26,2.76,2.85,3.72
195701,4.25,1.51,1.74,0.46,-0.3,0.08,-1.05,-0.99,-1.61,-4.52
195702,-2.99,-1.65,-2.58,-2.42,-3.45,-2.22,-1.87,-1.77,-1.82,-1.75
195703,0.78,2.01,1.7,2.18,2.85,2.19,3.04,2.2,2.41,2.32
195704,3.4,2.3,1.98,2.94,1.97,2.15,2.36,3.38,3.14,5.35
195705,0.83,0.15,2.22,1.92,2.14,2.73,2.45,2.1,3.74,4.16
195706,1.96,0.63,-0.13,-0.17,-1.08,-1.23,-0.89,-2.47,-2.74,0.14
195707,0.84,0.6,0.88,0.64,0.11,0.63,0.54,0.23,0.26,1.23
195708,-4.6,-3.54,-4.69,-4.86,-5.21,-5.24,-5.62,-6.09,-4.88,-4.66
195709,-5.93,-3.73,-4.93,-5.14,-6.3,-5.15,-5.11,-4.97,-4.93,-6.03
195710,-9.37,-7.72,-6.8,-7.07,-7.17,-5.7,-5.11,-4.78,-4.11,-3.56
195711,-0.33,1.36,-0.08,0.96,2.74,3.25,2.85,3.07,3.8,2.3
195712,-4.46,-5.65,-4.61,-5.23,-5.24,-4.22,-3.45,-3.18,-2.62,-3.81
195801,12.91,12.84,11.21,11.33,10.8,9.64,8.83,8.58,5.76,3.57
195802,-1.95,-1.39,-0.62,0.78,-1.27,0.08,-0.73,-0.76,-0.39,-1.87
195803,3.27,3.8,3.95,2.75,3.95,3.55,4.13,3.41,3.05,3.34
195804,5.14,2.78,3.92,3.22,2.19,1.96,2.68,3.56,3.83,3.12
195805,6.38,3.04,3.82,4.1,5.2,4.48,3.27,2.38,3.29,1.93
195806,3.64,2.9,3.6,2.38,3.18,2.41,3.18,2.8,3.13,2.98
195807,5.38,5.98,5.26,4.96,7.07,6.16,4.87,4.8,4.89,4.12
195808,4.55,2.98,3.07,3.01,3.72,3.39,2.62,2.96,1.64,1.69
195809,6.67,5.76,4.94,6.71,5.16,4.72,5.61,4.2,4.34,4.93
195810,2.37,2.9,3.68,4.61,2.69,4.05,3.02,3.33,3.08,2.45
195811,2.3,6.24,6.15,4.93,3.79,3.02,3.83,4.99,3.69,2.64
195812,3.6,3.31,3.18,4.64,2.81,3.52,4.61,3.73,4.35,6.04
195901,8.22,7.6,5.57,4.71,4.48,3.69,2.57,1.94,1.03,0.22
195902,3.54,3.38,3.62,2.86,3.17,3.7,3.23,2.9,1.82,0.39
195903,0.24,2.12,3.37,1.66,0.75,0.98,1.82,0.29,0.85,0.31
195904,1.44,2.61,1.73,4.02,3.13,4.14,3.7,3.22,2.79,4.27
195905,0.05,3.14,-1.29,0.09,1.06,1.08,1.62,0.6,-0.35,2.84
195906,-1.4,1.42,0.1,1.06,1.85,1.19,1.78,0.71,0.81,-0.45
195907,3.88,2.04,3.27,3.57,2.26,4.08,2.64,2.39,3.53,3.58
195908,-1.64,0.04,-1.5,-1.98,-1.99,-0.18,-1.66,-1.98,-1.94,-0.93
195909,-3.73,-4.81,-4.25,-4.14,-4.74,-4.06,-5.26,-4.61,-5.08,-4.33
195910,-0.1,2.59,1.75,2.91,2.46,2.91,1.39,4.21,2.55,0.96
195911,0.26,0.66,0.85,3.11,1.65,0.81,2.07,2.95,1.3,1.87
195912,1.46,3.49,3.05,2.36,2.57,1.96,1.76,0.65,1.79,3.4
196001,0.09,-2.27,-3.26,-4.53,-3.77,-5.66,-5.16,-5.14,-4.85,-7.55
196002,-1.3,1.15,1.67,1.6,1,0.08,1.5,2.15,1.43,1.45
196003,-1.23,-3.48,-3,-2.84,-2.56,-2.74,-2.14,-2.05,-0.77,-1.07
196004,-3.36,-1.71,-2.12,-1.74,-2.46,-2.24,-1.31,-1.03,0.05,-1.89
196005,0.67,0.56,3.21,3.43,2.56,3.39,2.36,2.19,3.4,3.39
196006,3.37,1.77,1.83,2.09,2.13,2.92,2.37,2.7,2.64,2.24
196007,-1.38,-1.57,-2.41,-1.74,-1.94,-1.58,-2.67,-1.04,-2.17,-2.4
196008,5.35,5.24,2.45,4.4,3.59,4.22,3.23,3.06,3.41,3.04
196009,-6.14,-5.89,-5.91,-6.68,-6.05,-5.8,-6.06,-5.16,-5.76,-5.87
196010,-3.18,-2.43,-3.49,-1.8,-3.95,-1.98,-1.97,-1.31,-1.01,0.09
196011,2,1.37,5.08,3.87,5.98,5.88,5.09,6.39,6.47,4.27
196012,2.32,2.66,4.55,2.41,3.52,3.54,4.55,5.03,5.01,5.01
196101,8.86,8.41,8.8,8.11,7.97,8.81,8.47,7.91,6.12,5.95
196102,6.15,6.43,7.85,7.31,7.01,5.77,6.43,5.06,5.01,2.73
196103,5.99,7.61,7.61,5.2,4.86,4.9,5.38,4.5,2.37,2.58
196104,3.6,0.36,2.4,2.4,-0.6,0.3,0.9,-0.22,-0.04,0.54
196105,4.65,3.73,4.41,3.89,5.55,4.45,2.79,3.94,3.06,2.09
196106,-5.33,-5.57,-4.68,-4.95,-5.25,-4.2,-3.3,-3.41,-2.96,-2.44
196107,-0.74,0.58,0.6,0.69,1.68,1,0.89,2.19,2.72,3.58
196108,1.3,0.85,0.62,1.86,0.3,1.52,2.68,4.54,3.82,2.42
196109,-3.73,-3.51,-3.46,-3.61,-3.64,-1.73,-2.56,-2.82,-2.38,-1.62
196110,2.04,2.33,1.66,1.33,1.69,2.28,2.42,3.09,3.03,2.79
196111,4.28,5.77,6.28,5.63,5.23,4.56,4.64,3.57,3.91,4.87
196112,-0.46,0.76,-0.99,-0.26,0.29,-0.76,-1.15,-1.89,-1.17,0.59
196201,3.83,0.88,0.89,-0.79,-1.14,-2.95,-1.88,-2.65,-1.77,-4.48
196202,2.6,1.3,1.11,1.33,0.66,1.88,2.06,1.28,1.14,2.34
196203,-1.1,1.22,-0.98,-0.56,-1.07,-0.11,-1.34,-1.15,-0.03,-0.47
196204,-7.18,-7.22,-6.93,-7.29,-6.69,-5.51,-6.66,-6.81,-6.74,-6.2
196205,-11.27,-9.43,-10.03,-9.97,-10.52,-10.99,-9.15,-9.57,-8.33,-7.89
196206,-8.32,-7.07,-8.96,-6.87,-7.98,-7.34,-8.52,-9.03,-7.27,-8.44
196207,7.49,7.24,7.65,6.89,6.31,5.21,5.95,5.8,6.01,6.81
196208,3.29,2.55,3.8,2.95,3.59,2.09,3.48,2.18,2.78,2.09
196209,-5.99,-7.63,-7.04,-7.36,-7.03,-6.03,-5.14,-5.22,-5.77,-4.51
196210,-4.04,-4.37,-2.54,-3.85,-2.86,-1.31,-1.68,-0.97,-0.62,1.27
196211,13.37,14.96,15.06,14.38,13.87,13.26,13.06,13.15,12.99,10.11
196212,-1.46,-2.67,-1.86,-2.54,-2.42,-0.54,-0.03,1.13,1.33,1.89
196301,10.76,11.2,9.29,7.88,8.42,6.16,6.32,5.68,5.07,4.63
196302,-0.36,0.17,-1.44,-1.96,-1.15,-1.62,-1.95,-1.54,-1.65,-2.48
196303,2.01,1.35,2.24,1.62,1.74,1.54,1.69,2.97,3.12,3.86
196304,3.02,2.91,5.37,3.02,3.78,3.82,4.1,4.85,4.55,4.98
196305,6.63,4.31,3.61,3.14,3.93,3.59,2.54,1.94,3.05,1.61
196306,-1.88,-1.09,-1.36,-2.07,-1.81,-1.33,-2.13,-1.46,-1.18,-1.99
196307,-0.23,-0.43,-1.76,-0.89,-1.2,-2.06,-1.17,-1.56,-0.32,0.33
196308,2.54,3.39,4.81,5.18,6.35,4.49,5.52,5.85,5.93,5.23
196309,-0.19,-1.85,-1.77,-1.88,-1.9,-1.53,-2.74,-1.83,-2.08,-0.91
196310,0.7,0.29,2.74,2.79,1,1.53,1.48,1.15,1.8,3.54
196311,-2,-2.05,-0.6,-1.79,-1.22,-1.65,-0.17,-0.36,-0.21,-0.55
196312,-2.31,-0.88,0.03,0.34,2.15,0.46,1.95,1.19,1.79,2.57
196401,4.76,3.4,2.59,0.77,2.45,1.32,1.07,1.3,1.16,3.19
196402,2.71,2.28,2.8,3.29,2.29,2.27,2.95,3.08,2.03,1.47
196403,2.31,2.41,3.97,3.43,4.1,3.28,2.77,3.11,1.83,1.26
196404,0.05,-0.78,-0.74,-0.42,-1.02,-0.48,0.31,-0.95,-0.52,0.91
196405,0.77,0.19,1.9,2.73,1.38,0.9,2.08,2.15,0.99,1.76
196406,1.25,1.07,1.12,1.28,0.95,1.88,1.57,1.32,1.45,1.61
196407,3.76,2.63,3.65,1.7,1.89,2.98,1.93,2,3.45,1.69
196408,-0.43,-0.89,-0.69,-1.75,-0.61,-0.98,-0.52,0.15,-1.32,-1.3
196409,5.09,3.84,2.94,3.11,2.78,3,3.68,3.82,3.19,2.75
196410,2.68,1.7,1.08,1.27,1.5,2.64,1.25,1.78,0.76,0.6
196411,0.1,0.3,0.47,-1.47,0.14,0.81,0.04,0.19,0.26,0.33
196412,-1.71,-2.26,-0.98,0.16,-0.26,-0.62,-0.37,-0.34,-0.23,0.71
196501,8.44,6.57,6.51,6.17,5.51,5.8,5.2,5.65,4.62,3.12
196502,3.22,2.54,3.79,4.15,4.6,3.16,2.73,2.82,2.59,-0.43
196503,2.3,2.42,1.15,-0.28,0.62,0.39,-0.05,-0.09,-0.58,-1.55
196504,5.15,4.21,3.53,4.79,4.82,3.5,3.75,3.37,2.76,3.36
196505,-0.13,-1.49,-1.2,-0.41,-0.58,-0.3,-0.77,-0.87,-0.42,-0.27
196506,-9.74,-9.9,-8.75,-8.87,-8.22,-8.01,-7.85,-7.31,-5.84,-3.96
196507,2.64,3.42,3.47,3.58,3.18,3.53,2.72,3.56,2.33,1.11
196508,4.1,4.38,4.21,5.25,7.33,5.26,4.02,4.29,3.47,2.48
196509,3.03,2.09,2.73,4.88,3.48,3.32,2.96,3.12,2.85,3.26
196510,8.11,6.52,5.64,6,5.79,4.81,3.72,4.01,3.62,2.17
196511,7.17,4.15,2.69,6.48,5.31,3.81,3.55,3.22,1.56,-1.2
196512,5.19,3.67,4.46,5.4,2.18,3.23,2.94,1.58,1.8,0.68
196601,8.55,6.68,6.54,5.05,4.3,4.24,2.39,3.47,2.8,-0.45
196602,5.5,3.85,3.57,2.35,2.76,2.06,0.95,0.48,-1.03,-1.87
196603,0.5,-1.96,-3.5,-0.67,-2.71,-3.35,-2.9,-1.66,-0.52,-2.46
196604,6.99,5.14,8.15,4.67,3.71,3.67,3.27,3.02,2.23,1.85
196605,-13.08,-9.3,-9.38,-10.16,-8.88,-7.56,-7.03,-6.27,-5.41,-4.01
196606,-0.16,1.03,0.48,0.2,-0.37,0.63,-0.88,0.94,-0.49,-1.74
196607,-2.05,-1.77,-1.13,-2.39,-0.86,-0.97,-1.41,-1.78,-0.8,-1.25
196608,-11.7,-9.7,-11.16,-9.89,-9.31,-8.77,-9.15,-8.03,-8.06,-6.76
196609,-2.22,-1.64,-1.91,-1.57,-1.07,-1.71,-1.11,-1.26,-1.43,-0.21
196610,-5.28,-2.5,-0.41,-1.59,0.79,2.13,0.84,3.5,5.05,5.4
196611,4.08,5.65,3.42,4.73,5.32,3.49,5.71,2.68,1.75,0.95
196612,1.47,2.24,2.59,1.95,2.27,1.85,2.39,2.55,2.21,-0.53
196701,20.68,16.54,18.94,17.68,13.37,14.31,10.96,9.03,8.34,7
196702,6.56,4.96,2.98,3.13,1.95,1.11,1.57,0.48,1.03,0.81
196703,6.92,6.58,6.9,6.98,5.48,5.85,5.42,5.1,4.39,3.82
196704,4.93,4.1,3.91,3.73,4.44,4.31,4.03,4.89,2.83,4.45
196705,-0.24,-0.26,-2.06,-1.32,-2.6,-1.03,-0.54,-2.22,-3.86,-5
196706,13.3,11.07,7.23,8.67,5.66,5.37,4.53,3.66,2.11,1.42
196707,10.39,9.06,8.77,7.55,6.79,6.01,5.36,5.89,5.18,4.09
196708,1.3,-0.3,0.69,-1.17,0.27,0.02,0.41,-0.45,-0.37,-0.9
196709,8.89,7.54,5.81,4.74,3.17,4.02,4.51,1.22,2.23,3.47
196710,-1.09,-2.57,-3.34,-1.7,-3.61,-2.45,-3.84,-5.12,-5,-1.76
196711,-1.1,1.1,0.33,1.13,1.47,0.47,1.64,0.73,0.4,0.75
196712,11.65,9.8,9.63,8.38,7.09,6.17,3.82,2.75,3.16,2.3
196801,5.7,0.91,0.54,-0.84,-0.92,-3.12,-2.76,-3.67,-2.85,-4.56
196802,-7.49,-5.97,-5.94,-6.24,-3.81,-4.73,-4.78,-4.19,-3.43,-2.33
196803,-1.53,-0.71,-1.23,-1.18,-1.27,0.95,0.73,-0.38,-0.24,1.21
196804,17.06,17.25,14.83,14.83,12.46,13.02,10.79,10.43,9.17,7.86
196805,14.72,8.6,9.66,7.14,5.61,6.07,5.03,3.86,2.67,0.97
196806,1.54,-0.53,-0.01,0.75,2.28,-0.07,2.32,1.75,2.22,0.84
196807,-2.23,-3.77,-1.81,-5.15,-2.72,-4.83,-5.49,-2.48,-2.3,-1.6
196808,4.69,4.29,3.84,2.72,3.99,2.74,1.22,2.59,1.48,1.33
196809,7.35,6.7,7.07,7,7.41,4.77,6.86,6.88,5.5,3.01
196810,0.15,0.1,1.25,0.09,1.57,1.17,1.13,0.61,1.54,0.74
196811,7.09,7.25,8.36,8.52,8.26,7.99,7.87,7.16,6.4,4.87
196812,3.41,1.51,-1.28,-1.42,-1.44,-2.49,-3.09,-3.43,-2.87,-4.58
196901,-0.57,-0.85,-0.41,-0.49,-1.23,-1.95,-2.03,0.46,0.03,-0.96
196902,-10.8,-9.61,-8.27,-8.47,-8,-7.55,-7.58,-7.21,-5.79,-3.51
196903,3.04,3.3,2.45,2.04,2.47,1.83,1.76,2.28,1.03,4.09
196904,0.11,1.17,1.61,1.05,1.21,0.97,2.04,0.85,2.05,2.52
196905,1.28,0.76,0.55,-1.57,1.04,-0.17,-0.04,0.06,-0.76,0.64
196906,-13.76,-13.26,-11.68,-11.05,-11.09,-10.47,-9.21,-7.44,-6.51,-4.65
196907,-11.58,-11.27,-9.78,-8.91,-8.52,-8.37,-7.37,-6.73,-6.34,-5.69
196908,4.14,5.63,5.99,5.05,7.96,6.6,5.23,6.4,3.99,5.04
196909,-3.3,-3.5,-0.86,-0.12,-1.12,-1.04,-1.54,-1.98,-0.95,-3.04
196910,10.78,9.45,9.24,8.9,7.32,7.58,7.94,7.08,7.05,4.1
196911,-7.06,-6.8,-4.53,-3.89,-5.34,-4.37,-3.91,-3.65,-3.47,-2.73
196912,-8.68,-6.29,-7.11,-4.85,-3.03,-3.92,-1.82,-2.14,-2.48,-0.95
197001,-1.88,-6.03,-5.23,-5.02,-6.56,-7.07,-6.9,-8.15,-6.11,-8.08
197002,2.8,3.71,3.76,3.51,4.12,4.82,4.51,6.76,7.77,5.6
197003,-4.14,-3.62,-2.39,-2.95,-1.71,-0.83,-0.25,-0.6,-0.39,0.04
197004,-18.86,-17.01,-17.26,-16.99,-14.54,-14.58,-13.32,-11.51,-10.87,-8.45
197005,-9.65,-9.48,-9.31,-11.67,-10.14,-9.78,-9.51,-8.44,-7.02,-4.82
197006,-8.09,-9.23,-7.48,-8.34,-5.13,-6.59,-5.36,-3.59,-4.75,-4.99
197007,4.06,6.04,7.3,7.3,8.37,6.72,8.58,8.77,7.3,7.32
197008,5.97,6.56,8.19,6.81,5.84,7.19,5.4,6.09,5.56,4.43
197009,16.74,13.73,14.7,12.21,9.27,9.91,7.39,6.55,4.26,2.85
197010,-8.81,-6.79,-6.53,-4.05,-5.08,-4.53,-3.91,-3.62,-2.11,-0.5
197011,-2.81,-0.5,1.8,2.83,3.38,3.95,4.76,5.33,6.3,5.45
197012,9.15,9.28,7.94,9.2,8.14,8.32,8.98,8,6.39,5.19
197101,17.42,12.27,12.86,9.88,10.12,7.91,6.83,7.7,5.16,3.47
197102,6.83,4.81,1.96,3.79,2.45,2.44,2.04,2.76,1.29,1.26
197103,6.17,5.47,5.5,5.78,7.41,5.79,5.02,5.02,3.33,4.08
197104,1.46,2.94,3.35,3.26,4.85,4.76,4.03,3.96,3.48,3.45
197105,-6.51,-5.19,-5.32,-4.01,-4.27,-3.43,-2.48,-3.99,-2.68,-3.82
197106,-2.99,-1.17,-2.28,1.43,-1.25,-0.98,0.16,0.7,0.82,0.46
197107,-6.72,-6.49,-5.59,-5.38,-3.63,-5.83,-3.95,-4.62,-3.79,-3.86
197108,3.12,5.24,5.38,5.06,3.79,6.59,5.83,4.93,3.77,4
197109,-0.2,-0.12,-1.28,-0.52,-0.74,0.06,-0.71,-0.33,-0.92,-0.39
197110,-6.98,-6.05,-5.54,-4.24,-5.82,-6.37,-4.22,-3.97,-5.59,-3.25
197111,-5.54,-3.72,-3.81,-1.22,-1.86,-1.96,-1.2,-1.49,-0.97,1
197112,12.86,12.42,13.92,11.85,10.27,11.75,11.25,9.79,9.82,8.07
197201,14.71,11.44,7.77,7.53,5.64,5.04,4.25,2.38,2,1.73
197202,4.65,3.57,3.58,4,2.41,4.38,3.52,1.74,3.28,3.01
197203,-0.88,-0.45,0.55,0.3,0.75,1.32,1.01,1.26,-0.32,1.13
197204,0.51,-0.22,1.58,0.52,0.39,0.2,0.64,-0.48,1.24,0.57
197205,-2.83,-1.93,-3.29,-0.22,-1.11,0.08,2.1,-0.37,0.66,2.64
197206,-4.19,-3.25,-2.16,-2.15,-3.48,-2.17,-2.83,-3.97,-3.21,-1.4
197207,-3.68,-4.99,-3.49,-4.16,-2.09,-2.48,-2.74,-2.54,-2.06,0.9
197208,-0.12,-0.31,0.57,1.26,2.86,2.48,2.56,3.84,5.01,3.7
197209,-4.44,-4,-3.48,-2.86,-1.87,-2.45,-3.42,-1.37,-1.96,0.19
197210,-3.22,-2.25,-0.87,-0.27,-0.55,-0.29,-0.84,0.54,0.92,1.45
197211,4.31,4.97,6.06,6,5.78,5.2,7.45,7.42,6.59,4.01
197212,-2.86,-1.59,-2.48,-1.21,0.17,-0.65,-1.19,-0.92,-1.13,2.29
197301,-2.83,-4.97,-4.94,-7.4,-5.98,-6.21,-6.21,-5.17,-6.72,-0.57
197302,-8.08,-8.71,-8.41,-7.7,-8.19,-7.43,-5.94,-5.72,-4.01,-3.2
197303,-2.41,-2.83,-2.39,-2.37,-2.96,-2.98,-2.34,-2.71,-1.25,0.18
197304,-7.24,-7.42,-7.12,-7.91,-5.91,-6.29,-7.5,-5.83,-5.38,-3.81
197305,-9.37,-8.84,-8.64,-8.36,-6.45,-6.34,-5.96,-4.49,-2.56,-0.7
197306,-3.5,-3.75,-2.39,-3.69,-3.41,-1.97,-3.53,-2.92,-3.3,0.16
197307,12.04,12.78,13.23,11.92,9.89,9.07,9.54,9.59,7.2,3.44
197308,-5.87,-5.06,-4.94,-4.48,-3.31,-3.44,-1.54,-2.33,-1.42,-3.47
197309,7.36,9.57,9.83,9.53,9.94,10.2,10.76,9.86,8.83,2.86
197310,0.02,-1.18,-0.79,-0.37,-0.99,0.73,-0.28,-0.66,-1.49,0.18
197311,-19.5,-18.66,-17.93,-17.77,-16.72,-17.14,-17.39,-15.3,-12.05,-9.86
197312,-4.85,-2.39,-1.8,-1.01,-0.78,1.08,1,3.71,1.57,1.32
197401,13.8,11,9.31,7.88,6.38,6.29,3.48,2.26,1.62,-2
197402,0.12,-0.57,1.42,0.76,0.27,-0.3,-0.07,0.96,0.24,-0.08
197403,1.59,-0.58,-0.98,-0.74,-1.51,-1.96,-2.73,-3.35,-3.35,-2.22
197404,-5.17,-5.78,-6.9,-5.32,-5.89,-5.73,-6.42,-6.26,-6.14,-3.63
197405,-7.18,-7.3,-7.97,-7.11,-7.82,-8.33,-7.9,-6.49,-6.48,-1.69
197406,-2.78,-3.08,-2.88,-2.67,-2.88,-4.43,-3.47,-3.56,-3.08,-1.48
197407,-5.59,-5.61,-5.01,-4.71,-4.3,-3.06,-5.34,-4.53,-5.95,-8.72
197408,-8.03,-8.46,-8.59,-7.96,-8.84,-8.38,-9.62,-9.66,-10.19,-8.37
197409,-7.72,-8.61,-8.6,-8.18,-8.42,-7.99,-8.89,-8.29,-7.74,-12.48
197410,7.05,10.27,9.96,9.65,9.97,11.63,15.55,14.97,18.14,18.12
197411,-5.87,-5.2,-3.92,-4.63,-3.57,-3.86,-3.23,-1.97,-2.11,-4.63
197412,-8.47,-6.61,-6.76,-5.61,-5.51,-4.44,-5.33,-3.12,-1.39,-2.09
197501,26.94,28.4,25.74,24.33,24.8,20.9,22.41,19.11,15.16,10.77
197502,4.42,4.77,5.47,3.73,3.62,4.73,3.88,4.01,4.45,7.11
197503,8.33,7.76,5.77,6.22,5.89,4.99,6.38,4.89,2.89,1.96
197504,3.13,4.4,3.45,3.59,4.64,4.78,4.87,4.61,4.23,4.81
197505,7.97,8.17,7.81,7.74,5.72,5.54,7.6,5.32,5.07,5.35
197506,7.41,6.26,7.38,6.23,5.79,5.84,5.95,7.82,6.86,4.24
197507,0.75,-2.23,-3.6,-2.88,-3.86,-4.38,-4.66,-6.8,-5.77,-6.91
197508,-5.88,-5.96,-5.56,-4.48,-3.71,-3.98,-3.72,-3.33,-2.09,-1.68
197509,-3.36,-3.57,-3.25,-4.03,-3.76,-4.17,-3.95,-4.06,-3.22,-3.68
197510,0.73,2.39,2.68,2.7,1.77,3.78,5.12,6.34,5.26,6.74
197511,1.75,2.16,2.96,2.02,1.97,3.59,3.58,4.34,2.4,3.19
197512,-1.26,-0.49,-1.5,-1.1,-0.15,0.16,-0.2,-1,-0.02,-1.59
