date,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
195104,5.5,3.2,3.49,3.02,9.26,4.52,6.24,5.77,8.27,5.36
195105,-1.47,-3.4,-2.72,-1.18,-2.16,-2.11,-2.67,-1.84,-3.93,-4.4
195106,-1.68,-2.83,-2.67,-1.97,2.6,-3.95,-3.96,-5.39,-6.17,-9.3
195107,7.11,7,5.18,6.6,4.62,9.07,9.37,8.25,8.65,10.36
195108,3.19,4.68,6.41,4.27,4.6,4.38,3.97,5.85,6.07,2.26
195109,0.25,1.13,0.86,1.37,0.86,-0.95,2.11,0.36,1.79,3.8
195110,-4.56,-3.15,-2.6,-2.25,-0.98,1.3,-1,-0.69,-2.06,-5.27
195111,0.57,0.98,0.96,2.18,0.03,0.5,0.6,0.08,0.31,2.09
195112,5.39,3.42,2.34,3.14,2.73,5.09,2.18,1.71,1.43,1.02
195201,-1.06,1.99,2.06,1.68,1.03,4.49,3.25,4.18,1.99,3.11
195202,-1.76,-2.91,-2.13,-2.22,-2.59,-3.76,-1.66,-3.78,-3.84,-1.57
195203,4.46,4.73,3.31,5.84,3.2,5.12,5.94,5.67,3.38,9.11
195204,-5,-4.42,-4.13,-4.71,-3.62,-5.55,-7.2,-5.99,-6.56,-2.92
195205,4.51,3.08,2.85,2.86,1.94,3.7,3,3.29,1.91,4.51
195206,3.82,4.1,3.58,4.8,3.83,4.34,3.31,3.41,4.24,6.29
195207,0.95,2.09,1.01,1.13,0.85,-0.09,0.69,1.8,1.78,0.42
195208,-0.66,-0.76,-0.98,-0.95,0.48,-0.18,-1.3,-0.33,-1.17,-0.86
195209,-1.37,-1.99,-1.94,-2,-0.65,-2.53,-4.44,-2.63,-2.28,-2.07
195210,-0.85,-0.86,-0.48,0.67,-0.09,-1.6,0.06,-1.18,-0.88,0.12
195211,8.09,4.55,4.3,6.2,5,4.41,5.32,7.35,6.41,8.29
195212,3.28,2.65,3.19,3.04,1.84,3.8,4.41,2.23,3.37,4.7
195301,-1.03,-0.2,-0.92,-0.64,1.16,0.08,-0.72,2.21,2.06,1.55
195302,-0.87,0.66,0.41,-0.12,-0.11,-0.06,0.92,0.01,-0.26,-0.89
195303,-1.01,-1.82,-1.12,-1.61,-1.01,-1.24,-0.01,-2.78,-2.28,-2.22
195304,-2.48,-3.26,-3.67,-2.86,-2.2,-2.15,-3.04,-1.55,-0.73,-2.8
195305,0.93,0.28,1.29,-0.51,0.56,0.27,1.94,-0.1,0.31,3.69
195306,-1.82,-1.89,-1.44,-1.82,-0.91,-1.02,-2.78,-2.53,-2,-2.05
195307,2.43,3.24,3.66,2.57,1.37,2.12,0.83,2.12,1.38,1.69
195308,-3.62,-3.56,-4.89,-3.04,-4.63,-4.61,-6.15,-6.27,-6.36,-10.78
195309,1.02,1.36,0.27,1.07,0.3,-1.31,-1.59,-1.22,-2.23,-2.22
195310,5.46,4.46,4.78,3.7,4.72,4.97,4.94,5.47,3.06,3.83
195311,4.46,2.06,2.22,2.54,2.21,1.81,1.69,3.36,3.82,1.32
195312,0.7,0.54,0.16,0.96,0.36,-0.01,-2.56,0.14,-3.67,-4.87
195401,3.75,3.39,6.72,4.36,6.26,7.81,8.21,7.6,8.18,8.34
195402,1.67,2.11,1.22,2.33,1.96,2.17,1.18,0.34,0.83,1.89
195403,4.89,3.47,3.56,3.73,3.93,3,2.79,2.58,1.01,1.3
195404,6.1,2.8,5.47,3.26,4.46,4.31,0.42,6.22,0.54,0.79
195405,2.93,2.75,2.87,1.8,3.3,2.64,6.58,5.91,7.52,6.09
195406,3.58,1.34,-1.18,-0.15,1.43,-1.33,0.21,2.03,1.32,-0.79
195407,3.46,5.31,5.46,5.15,5.37,5.84,4.66,9.75,8.24,8.47
195408,-3.37,-2.79,-2.11,-0.56,-1.01,-1.36,-1.2,-5.33,-1.77,-3.87
195409,8.01,4.55,6.03,5.67,7.6,8.86,4.71,8.22,4.29,3.99
195410,-2.37,-1.94,-2.36,-0.91,-2.01,-0.33,-0.68,0.49,-1.93,1.06
195411,10.62,8.36,7.85,7.22,9.88,8.81,9.72,16.2,11.27,13.8
195412,4.02,4.01,5.34,4.01,7.75,7.45,10.31,9.18,12.95,14.97
195501,-0.01,-0.49,0.72,2.09,-1.37,0.42,-0.41,4.91,2.46,1.32
195502,2.78,3.58,3.24,2.42,3.01,3.75,3.97,2.66,3.63,5.38
195503,-0.24,0.13,-0.87,-0.2,0.57,-1.01,-0.12,1.64,4.14,0.67
195504,5.43,2.2,2.41,1.56,2.79,1.78,2.55,5.57,-0.37,4.86
195505,2.71,1.34,0.24,0,0.18,0.8,0.16,-0.46,1.42,0.57
195506,7.99,4.27,4.4,6.73,8.85,8.78,5.32,12.7,3.83,2.42
195507,3.42,-0.92,1.52,5.11,0.13,2.05,-0.36,0,1.79,0.2
195508,0.23,2.37,-0.42,-0.55,0.09,-0.75,2.25,1.48,2.69,-0.67
195509,0.55,-1.68,1.47,-1.76,1.15,-0.25,0.42,-1.21,-2.69,-1.74
195510,-3.63,-2.84,-1.61,-1.36,-1.96,-0.93,-2.88,-2.4,-2.96,-3.13
195511,8.6,7.37,6.77,8.14,4.89,3.75,5.91,8.32,9.26,8.37
195512,1.33,2.79,2.53,1.68,3.11,1.8,1.13,-1.1,-0.34,-0.52
195601,-4.69,-3.55,-2.36,-0.8,-3.02,0.23,-2.38,-0.8,-2,-4.07
195602,5.08,5.57,3.71,2.88,2.91,2.3,4.01,3.31,3.15,3.1
195603,7.34,5.89,7.99,10.01,6.16,4.67,6.71,3.61,5.23,7.08
195604,-1.12,0.43,2.66,0.18,3.87,0.64,1.39,0.67,0.88,0.35
195605,-4.72,-4.73,-6.39,-4.43,-4.32,-4.67,-6.18,-5.3,-6.6,-6.6
195606,5.84,3.81,2.21,1.54,4.78,2.5,3.61,1.85,2.12,0.91
195607,4.48,4.71,7.54,6.31,7.81,2.83,3.94,5.88,3.43,3.15
195608,-3.02,-3.24,-5.45,-2.8,-1.75,-1.93,-2.81,-2.43,-2.24,-4.13
195609,-6.31,-5.75,-4.98,-3.92,-2.68,-3.4,-4.81,-4.16,-2.24,-2.57
195610,0.62,0.79,0.72,0.92,1.39,0.19,0.78,1.2,1.03,1.02
195611,-1.7,2.07,-0.49,1.58,2.75,1.06,5.78,2.02,0.32,-0.29
195612,3.04,4.18,5.66,2.65,4.45,3.03,2.05,1.52,2.13,2.04
195701,-5.54,-2.82,-3.66,-3.45,-4.68,0.76,-3.82,-1.96,0.28,0.53
195702,-1.55,-1.66,-1.34,-1.18,-3.71,-0.39,-4.31,-2.92,-2.49,-3.52
195703,2.06,3.62,3.09,0.91,2.26,2.57,1.3,1.72,1.18,2.63
195704,6.51,3.78,5.86,3.14,4.94,1.72,4.53,3.22,1.1,2.44
195705,4.11,6.33,3.78,1.97,2.79,2.49,2.79,0.93,1.67,3.47
195706,1.21,-1.29,-2.06,-1.63,0.42,-1.68,-2.31,-1.11,0.01,0.66
195707,1.54,1.2,0.79,1.14,0.18,0.08,1.58,0.7,1.35,0.82
195708,-5.89,-4.95,-5.09,-4.13,-3.59,-2.23,-4.27,-6.59,-5.15,-5.44
195709,-6.66,-6.79,-5.25,-4.88,-3.71,-4.02,-6.01,-4.84,-5.64,-8.56
195710,-4.06,-3.51,-3.67,-2.81,-4.27,-3.04,-5.66,-6.36,-5.94,-10.7
195711,3.06,2.74,3.53,2.41,2.16,1.59,2.07,1.02,0.37,-2.33
195712,-4.61,-1.81,-4.71,-2.33,-1.57,-1.67,-7.93,-5.95,-3.68,-8.16
195801,3.41,3.17,3.96,6.07,6.99,5.45,8.46,11.54,12.34,12.6
195802,-2.14,-1.46,-1.49,-0.11,-0.18,-0.66,-2.18,-2.04,-0.85,-2.77
195803,3.04,4.05,3.5,2.72,4.96,2.93,1.75,4.17,2.94,2.43
195804,2.43,4.33,3.99,1.69,3.4,2.7,0.97,4.24,5.7,5.4
195805,2.66,0.79,2.47,3.61,2.98,1.73,3.69,3.54,4.11,3.9
195806,3.3,2.38,3.57,2.05,3.82,2.37,3.04,2.45,3.37,3.74
195807,5.66,4.19,2.33,3.16,4.17,4.76,5.28,6.43,7.65,9.22
195808,2.14,1.75,0.91,1.34,2.45,2.42,1.01,4.01,3.83,2.11
195809,3.66,5.97,4.82,3.41,5.08,3.3,4.34,6.44,7.69,11.19
195810,2.57,2.24,3.64,2.95,3.04,1.14,1.98,3.36,4.23,4.21
195811,3.92,2.91,3.25,2.58,2.01,2.13,2.36,4.95,3.15,4.57
195812,7.45,2.46,4.45,5.34,9.1,3.89,2.61,3.98,4.31,3.37
195901,-0.66,-1.19,0.7,2.23,2.96,3.99,3.24,4.59,4.93,4.04
195902,3.69,-2.14,-1.13,2.73,1.18,1.73,1.74,3.56,1.82,1.33
195903,1.84,-0.71,0.83,0.77,-0.88,0.76,1.58,0.33,0.95,-0.16
195904,6.19,4.89,1.38,1.85,3.12,0.93,3.52,3.83,1.35,5.05
195905,3.75,2.12,1.26,-0.51,1.54,0.05,-0.18,3.01,2.12,4.11
195906,-1,0.57,-0.46,1.49,-0.02,0.64,-0.98,1.59,2.23,2.62
195907,4.67,2.85,3.49,3,1.58,3.53,2.82,3.84,2.07,3
195908,-1.66,-1,-1.07,-1.36,0.23,-1.68,-3.85,-1.27,-0.58,0.05
195909,-4.72,-4.75,-5.91,-3.14,-2.41,-5.25,-5.55,-5.59,-6.11,-3.21
195910,1.47,1.03,1.89,2.46,1.33,2.64,0.97,1.1,0.88,-1.34
195911,4.57,3.06,-0.18,0.48,-0.39,1.16,-0.68,-0.43,1.13,-0.27
195912,3.31,2.17,3,2.56,2.34,2.16,3.31,3.94,3.09,3.81
196001,-9.03,-8.27,-6.24,-6.71,-1.4,-6.7,-5.81,-5.19,-4.56,-5.1
196002,1.94,3.12,-1.52,0.19,5,1.04,-1.64,-0.44,-1.14,-0.92
196003,-0.3,-0.81,-2.29,-0.3,-1,-2.35,-3.25,-3.23,-5.19,-7.18
196004,-0.9,-1.08,-3.42,-0.75,-1.26,-3.44,-1.93,-2.64,-3,-3.64
196005,5.65,3.41,2.16,2.73,1.61,1.66,0.08,0,1.19,0.18
196006,2.06,3.47,2.88,1.84,1.32,2.38,3.12,2.81,1.17,3.03
196007,-4.15,-3.67,-1.38,-1.89,0.36,-0.56,-0.03,-1.44,-0.57,-2.85
196008,2.37,3.35,3.28,2.98,4.67,3.38,5.2,3.09,3.1,1.24
196009,-7.16,-6.72,-5.69,-5.03,-4.21,-4.03,-4.87,-5.77,-4.5,-6.67
196010,-1.42,0.78,-0.22,-0.23,0.16,-0.85,-0.83,-0.19,0.89,-0.94
196011,5.18,6.53,5.07,5.35,2.85,5.24,5.99,3.26,4.82,2.34
196012,3.07,4.63,3.87,5.75,8.8,6.15,2.73,4.42,3.2,2.35
196101,4.8,3.6,6.69,7.16,7.71,8.58,8.79,9.07,10.71,9.75
196102,3.51,5.16,4.64,5.41,0.92,4.02,4.79,4.83,3.09,4.56
196103,2.12,2.91,1.97,3.89,4.87,1.68,4.21,2.63,2.05,5.03
196104,-0.18,-1.82,0.9,-0.9,1.93,2.14,-0.06,1.21,5.19,-1.53
196105,2.06,6.47,3,3.56,0.41,1.48,4.46,4,2.31,4.09
196106,-1.6,-2.27,-4.26,-3.65,-3.14,-3,-3.6,-3.31,-3.15,-4.55
196107,1.8,1.27,5.1,3.52,3.16,3.83,1.91,0.55,0.93,2.5
196108,4.3,3.72,1.79,3.39,2.2,0.18,1.39,1.48,0.21,4.98
196109,-0.63,-1.79,-1.67,-2.59,-2.96,-3.81,-2.48,-5.35,-4.52,0.16
196110,3.12,4.36,0.66,4.36,2.47,5.17,2.17,4.32,1.2,0.69
196111,3.12,4.96,6.89,4.71,4.52,4.16,2.65,4.78,4.32,3.56
196112,-1.39,-3.11,1.96,-2.68,1.22,2.54,0.67,3.29,0.63,-0.93
196201,-6.58,-2.81,-3.87,-3.09,-4.02,0.74,-0.25,-0.12,0.92,2.14
196202,1.35,2.86,2.09,1.69,2.27,3.01,1.31,3.18,3.26,0.01
196203,0.14,0.08,-1.01,-0.05,0,-0.83,-0.66,-1.31,-0.54,-4.16
196204,-8.47,-5.59,-5.02,-5.51,-6.91,-4.98,-5.77,-6.67,-6.6,-5.1
196205,-11,-9.51,-7.07,-8.84,-7.73,-4.77,-7.44,-6.16,-7.98,-7.23
196206,-11.07,-8.5,-7.17,-8.14,-7.84,-5.55,-6.07,-6.29,-7.28,-7.07
196207,10.62,5.36,6.59,6.33,5.72,4.07,2.43,3.32,3.82,5.77
196208,2.8,2.92,2.54,2.28,1.43,1.35,1.14,2.27,1.49,3.67
196209,-7.04,-2.76,-4.07,-4.96,-4.24,-4.33,-6.06,-4.16,-3.95,-6.42
196210,0.01,1.67,-0.05,1.03,0.49,0,-0.45,-1.49,0.45,1.3
196211,13.22,8.75,11.04,8.5,10.15,12.29,11.94,13.04,13.46,15.77
196212,0.98,1.33,2.51,2.22,1.92,1.94,-1.97,0.2,1.18,-0.62
196301,4.48,6.64,3.84,4.54,3.68,4.25,7.13,8.44,6.85,7.51
196302,-3.67,-2.63,-1.24,-1.89,-2.33,-1.38,-1.48,-1.39,0.01,-0.59
196303,2.52,4.94,2.95,2.45,4.15,3.95,3.09,5.87,3.17,4.3
196304,5.22,4.04,5.44,3.13,4.39,6.52,5.07,4.05,6.02,7.43
196305,2.4,3.96,-0.14,0.03,1.64,2.04,3.63,2.05,3.49,7.25
196306,-3.2,-2.64,-0.05,-1.68,-1.31,-0.94,-2.55,-1.19,-0.4,-0.28
196307,-0.68,0.88,-0.17,0.71,0.54,-0.37,-0.12,-1.76,-0.48,-3.33
196308,5.95,5.42,4.61,3.8,4.82,5.38,6.13,8.4,5.54,7.62
196309,-1.05,-2.23,-0.03,-2.27,-1.32,-0.85,-1.01,-0.52,-2.78,-2.82
196310,3.58,6.3,1.65,1.63,0.27,1.53,1.56,3.88,1.24,0.62
196311,0.01,-2.96,1.97,-1.36,-1.87,-0.18,-2.22,-0.43,1.2,0.83
196312,2.58,1.98,1.34,3.36,2.76,0.66,3.63,0.74,1.63,3.53
196401,3.33,2,2.41,3.8,2.27,1.12,1.74,3.33,2.46,2.85
196402,2.24,1.31,0.49,0.99,1.93,1.26,3.72,4.69,3.47,6.01
196403,1.11,1.3,0.31,2.14,4.17,3.95,3.63,5.64,1.57,2.25
196404,-1.6,2.08,1.35,1.13,0.62,1.45,0.86,-3.2,0.94,-0.05
196405,2.16,1.66,0.56,0.5,1.46,0.78,2.61,4.5,2.96,4.18
196406,0.6,1.47,3.25,1.86,0.64,0.91,1.09,2.3,1.89,3.22
196407,2.18,3.27,0.41,1.78,2.21,4.57,1.34,2.93,1.41,2.21
196408,-1.33,-1.11,-1.13,-1.71,0.99,-0.72,-0.86,-0.56,-1.06,-3.32
196409,3.38,2.3,0.5,2.67,4.48,4.07,3.82,4.61,5.39,5.96
196410,-0.41,2.64,-0.05,2.51,0.61,0.86,2.32,-0.29,2.77,3.94
196411,0.54,2.16,-0.94,0.96,1.17,0.57,0.55,-2.54,-3.04,-3.43
196412,1.42,-0.63,1.89,0.25,0.33,-2.36,-0.15,-2.66,-0.44,-2.49
196501,5.84,2.48,1.64,1.91,3.17,4.53,4.09,4.66,4.67,6.51
196502,0.5,0,1.46,-0.74,1.56,1.2,0.4,1.32,-0.16,2.71
196503,-1.07,-1.56,-0.83,-2.22,-1.35,-0.9,-0.29,0.31,0.49,1.59
196504,5.3,1.97,2.16,1.96,2.16,3.78,3.48,2.12,6.05,2.35
196505,-0.81,-0.47,1.05,0.44,-0.98,-0.09,0.19,-1.32,-2.7,-2.64
196506,-5.17,-3.38,-4.71,-3.71,-6.78,-5.54,-6.73,-3.9,-6.98,-7.44
196507,1.96,0.79,0.44,0.58,1.96,2.67,4.44,2.17,4.23,6.56
196508,3.62,3,1.49,2.13,4.33,4.01,2.3,2.51,3.03,4.18
196509,3.86,3.99,3.33,2.09,2.85,1.72,3.6,3.97,3.18,4.07
196510,3.7,2.21,1.57,0.46,2.62,4.12,4.83,4.56,5.93,6.72
196511,0.1,-0.1,0.34,-1.81,2.11,1.92,1.4,0.35,-0.12,3.73
196512,0.99,1.42,0.26,0.18,0.44,2.95,2.24,4.28,4.11,4.32
196601,-0.04,-0.36,0.07,-0.03,0.83,4.27,3.72,4.83,2.85,8.77
196602,-0.77,-1.44,-3.38,-0.64,-0.91,-0.3,0.21,-0.66,-0.04,2.59
196603,-0.96,-2.29,-2.13,-3.81,-2.54,-0.73,-2.29,-2.77,-2.07,-6.43
196604,2.29,2.5,3.14,1.36,1.85,1.98,4.61,3.23,2.04,3.03
196605,-4.3,-4.68,-4.21,-4.55,-6.44,-4.77,-7.86,-7.79,-6.65,-10.38
196606,-1.46,-2.76,-2.19,-0.51,-0.28,-0.15,1.71,0.46,-0.34,-0.43
196607,-2.17,-0.75,-1.69,-1.33,-0.1,-1.42,0.45,-0.44,-0.56,-2.4
196608,-7.11,-8.29,-8.67,-8.6,-7.57,-5.07,-7.09,-6.94,-8.25,-9.31
196609,-2.72,0.87,0.29,0.79,-0.23,0.55,-0.86,0.24,-1.3,-1.4
196610,2.54,2.23,5.62,3.93,7.25,8.45,5.58,4.74,4.54,3.13
196611,7.71,-0.84,1.95,2.35,-1.57,-1.74,-0.15,-0.19,-0.27,0.57
196612,-1.23,1.15,0.07,1.76,0.47,2.22,1.45,-0.2,0.82,-0.04
196701,7.86,9.11,7.81,8.08,4.87,7.52,8.45,11.71,13.71,15.6
196702,3.75,0.29,0.82,0.6,-0.89,-0.09,0.24,-0.38,-0.6,0.66
196703,4.56,4.4,3.65,3.46,3.41,3.88,5.48,4.82,6.26,4.67
196704,7.44,5.71,2.38,3.93,0.91,0.92,3.46,4.22,2.11,2.65
196705,-5.47,-4.62,-3.54,-2.8,-2.86,-4.08,-3.25,-2.23,-3.74,-1.66
196706,3.13,-0.06,0.78,2.71,1.56,2.9,3.31,5.97,4.72,4.61
196707,4.59,4.57,6.11,4.68,1.2,6.33,6.43,7.59,9.96,6.79
196708,-1.04,-0.12,-0.87,-1.01,-1.3,-0.99,1.57,-0.79,2.28,1.26
196709,5.16,1.93,3.85,1.77,3.85,2.24,2.99,4.03,2.16,0.47
196710,1.4,-4.53,-3.31,-5.3,-1.95,-4.89,-4.11,-4.24,-3.7,-6.68
196711,1.66,1.32,-0.11,1.32,0.49,-0.36,-0.32,-0.54,-1.23,0.54
196712,1.7,3.52,2.89,4.26,2.72,3.46,5.59,6.11,5.44,4.36
196801,-8.61,-2.16,-5.05,-3.95,0.04,0.39,-1.81,1.45,-0.99,-0.48
196802,-3.65,-3.33,-3.39,-1.39,-2.14,-3.05,-3.56,-4.78,-3.86,-3.04
196803,3.68,1.04,-0.97,-1.53,-0.13,-1.34,-0.56,-1.4,1.4,0.18
196804,12.2,9.84,8.12,7.8,3.7,6.8,10.65,12.31,12.46,12.39
196805,3.98,1.11,2.27,2.33,-0.38,1.99,1.03,5.77,5.72,6.9
196806,-1.19,1.7,0.42,2.55,3.43,4.8,2.32,3.01,-0.67,-1.22
196807,-5.7,-4.89,-1.93,-1.58,-2.42,2.57,0.14,0.51,2.28,-1.65
196808,1.3,1.42,1.53,0.77,1.52,2.34,1.44,2.07,4.76,2.55
196809,1.82,5,5.94,5.25,3.56,2.67,7.45,3.31,7,7.59
196810,-3.1,1.28,2.25,1.25,2.4,1.8,1.44,4.14,0.49,2.26
196811,7.51,5,3.25,5.66,5.48,6.67,4.98,5.76,8.4,2.9
196812,-4.57,-4.86,-3.41,-4.61,-2.19,-3.56,-1.33,-3.7,-2.71,-1.87
196901,-2.86,-1.05,-0.71,-0.18,0.11,0.65,-0.71,-0.17,-0.59,2.36
196902,-4.4,-4.92,-4.27,-4.87,-6.07,-4.73,-7.36,-4.13,-6.89,-7.13
196903,4.08,4.22,2.87,1.16,2.69,3.67,2.08,1.88,7.05,1.71
196904,3.59,3.22,1.72,0.53,1.23,0.49,-0.22,3.78,2.67,-0.2
196905,-0.23,-0.76,0.69,-0.25,1.18,0.87,1.05,1.53,0.26,-0.73
196906,-1.65,-5.64,-7.45,-7.84,-6.67,-8.67,-9.42,-6.26,-9.76,-8.3
196907,-4.47,-7.42,-5.91,-8.83,-6.42,-7.08,-8.71,-6.1,-5.98,-6.58
196908,7.3,7.72,5.02,5.37,3.16,5.59,4.46,3.62,2.5,1.84
196909,-0.34,-0.26,-1.22,-3.81,-1.13,-4.14,-4.78,-5.13,-4.35,-4.05
196910,6.98,6.57,6.05,5.67,5.56,5.76,3.19,3.77,4.41,4.14
196911,-1.44,-3.47,-3.79,-4.39,-3.43,-4.45,-3.87,-5.77,-1.69,-5.78
196912,1.32,-2.97,-1.8,-3.11,-1.9,-2.27,-1.71,-3.07,-5.37,-4.98
197001,-8.75,-7.06,-6.62,-8.4,-6.71,-9.21,-8.89,-7.85,-4.6,-3.01
197002,3.1,4.96,3.38,7.68,8.32,7.52,6.54,7.96,7.77,7.96
197003,-3.1,-2.56,-0.01,-1.28,3.45,0.22,1.14,-0.03,1.69,1.09
197004,-11.77,-14.12,-8.81,-12.86,-9.43,-10.08,-8.75,-6.39,-8.65,-8.23
197005,-8.27,-10.16,-6.89,-7.15,-6.92,-5.34,-0.76,-3.76,-4.22,-6.82
197006,-7.08,-3.62,-4.2,-5.04,-4.32,-3.63,-2.08,-3.54,-8.03,-8.49
197007,2.48,9.23,8.02,8.38,8.54,8.83,11.32,8.12,9.85,5.03
197008,4.65,3.56,4.07,7.18,4.95,4.09,4.81,5.59,6.77,6.03
197009,8.76,7.19,6.73,0.68,1.22,2.87,0.3,3.08,5.43,7.06
197010,-0.44,-1.64,-2.37,-1.94,-3.99,-3.78,-0.18,-1.61,-4.23,-4.84
197011,4.36,5.6,4.84,5.84,5.05,5.08,5.43,6.9,4.59,4.46
197012,4.59,5.79,8.17,6.26,7.73,8.34,6.4,5.11,6.58,8.84
197101,4.26,5.29,7.5,4.4,5.29,4.29,4.14,4.5,9.02,7.61
197102,2.48,3,1.87,0.75,1.63,0.18,0.03,2.52,1.13,1.87
197103,6.85,5.12,5.71,3.08,5.11,4.57,1.83,1.77,3.25,3
197104,3.05,4.62,5.48,4.58,1.98,0.45,2.65,3.1,5.4,7.94
197105,-2.97,-1.89,-3.99,-4.23,-4.16,-4.54,-4.48,-5.18,-3.98,-4.16
197106,1.45,0.6,0.89,-1.3,-0.35,0.56,0.38,0.83,-2.93,-0.71
197107,-4.94,-3.04,-5.12,-3.2,-2.75,-4.52,-3.84,-3.87,-5.26,-6.71
197108,4.74,6.67,5.36,4.04,-0.24,-0.45,2.18,4.25,9.15,12.39
197109,0.98,-0.12,-0.2,-1.52,-0.21,-2.05,-1.07,-1.71,-1.65,-4.14
197110,-3.08,-4.6,-5.45,-4.46,-3.47,-3.37,-3.04,-4.45,-4.23,-6.28
197111,1.15,0.43,-0.1,-0.1,-1.04,-0.38,-0.67,-1.25,-1.79,-3.06
197112,9.82,7.95,10.1,9.42,8.47,9.94,7.32,9.02,10.69,11.34
197201,4.26,1.31,2.32,1.08,0.75,0.04,1.61,3.53,7.59,9.41
197202,5.13,4.16,3.04,1.94,0.97,1.77,0.35,2.04,0.51,1.81
197203,2.09,2.94,0.7,0.83,-1.61,-2.75,-1.35,-0.43,1.36,0.63
197204,0.96,0.38,0.49,1.14,-0.27,-0.1,0.11,1.42,1.19,0.09
197205,4.2,1.72,0.24,-2.13,1.13,2.61,1.08,-1.45,-1.32,-2.42
197206,-0.02,-2.57,-1.86,-3.79,-3.02,-2.35,-2,-4.91,-5.86,-5.85
197207,1.73,-1.48,-2.03,-1.99,-1.54,-0.39,-1.73,-0.77,-2.04,-2.1
197208,0,2.17,4.71,5.91,5.46,6.23,8.56,7.23,6.07,4.97
197209,0.48,-1.7,-2.64,-1.43,-1.85,-1.36,-0.36,1.62,-3.5,-3.95
197210,0.51,0.8,-0.53,2.06,0.29,2.95,2.35,1.96,0.67,-0.83
197211,1.14,4.58,7.16,5.63,7.24,6.37,6.59,8.38,9.59,12.57
197212,3.62,2.35,-0.78,0.05,-2.05,0.06,-1.51,0.29,-2.69,-3.11
197301,-1.11,-5.41,-5.23,-4.33,-5.91,-0.4,-0.14,-0.46,-3.94,-4.44
197302,-2.32,-5.05,-4.38,-4.76,-5.5,-5.08,-5.51,-5.5,-4.17,-3.71
197303,-1.25,-1.23,-2.18,-1.25,-1.57,2.01,0.78,1.05,-0.82,2.31
197304,-6.4,-6.88,-5.09,-3.94,-4.53,-1.43,-2.15,-0.85,-3.17,-4.58
197305,0.09,-2.88,-3.68,-2.05,-2.28,-1.66,-4.42,-2.68,-5.77,-6.51
197306,-0.27,-2.59,-1.98,-0.02,-2.14,0.68,-1.53,-0.4,-2.32,-2.74
197307,5.78,10.72,6.82,7.53,2.16,1.1,1.6,4.78,7.04,6.69
197308,-3.7,-2.83,-2.86,-2.27,-3.34,-4.06,-2.86,-2.55,-0.94,-0.36
197309,-0.71,7.65,8.54,9.56,8.71,9.91,8.68,8.75,8.59,9.66
197310,0.02,-0.42,-1.32,0.79,0.86,-0.06,-2.18,-2.06,0.28,4.35
197311,-11.77,-14.19,-16.19,-12.45,-11.16,-13.41,-6.71,-11.43,-13.92,-10.54
197312,-2.47,-0.16,0.95,0.91,5.6,7.26,4.93,2.01,5.02,8.3
197401,-1.59,-1.3,3.13,0.41,-1.76,0.62,0.64,7.38,5.02,5.66
197402,-1.69,-0.73,0.76,2.13,-0.34,-0.19,3.35,0.63,3.72,2.79
197403,-1.62,-1.64,-2.14,-4.26,-2.71,-2.42,-3.74,-1.7,-2.45,-2.77
197404,-3.03,-5.05,-4.32,-6.32,-5.08,-5.2,-7.01,-4.44,-5.92,-1.37
197405,-0.41,-3.57,-4.73,-6.17,-5.18,-6.64,-3.99,-4.8,-7.14,-7.93
197406,-1.74,-1.61,-3.98,-1.32,-2.35,-1.66,-1.71,-4.17,-1.58,0.64
197407,-11.95,-6.9,-2.74,-6.29,-4.34,-1.04,-3.66,-2.81,-3.55,-1.66
197408,-9.72,-11.21,-9.74,-6.06,-4.5,-7.77,-7.52,-7.24,-7.67,-6.32
197409,-16.49,-8.76,-9.79,-8.58,-5.32,-5.01,-4.39,-7.08,-6.73,-8.36
197410,23.03,19.55,17.08,8.89,12.96,10.18,9.85,9.45,5.21,8.96
197411,-4.89,-3.22,-2.45,-3.65,-4.76,-0.68,-3.02,-3.74,-4.14,-6.7
197412,-4.48,-2.61,-0.95,-0.52,0.62,-2.77,-2.13,-3.35,-2.98,-8.35
197501,10.39,9.94,14.48,18.51,15.97,18.44,22.19,22.7,22.28,30.59
197502,11.29,4.23,3.3,2.2,3.76,2.25,2.19,3.77,0.17,3.63
197503,3.41,2.46,2.75,3.71,-0.17,3.13,4.38,8.35,7.78,5.02
197504,4.85,8.16,5.6,3.18,1.52,2.02,2.47,7.35,3.59,4.85
197505,4.64,7.34,7.99,8.35,5.04,4.89,4.51,1.61,3.41,4.68
197506,3.01,6.13,6.88,7.45,5.25,6.35,7.87,7.87,7.55,5.06
197507,-8.77,-5.99,-5.42,-2.35,-3.94,-4.66,-5.01,-3.5,-3.65,-4.1
197508,-2.98,-1.06,-2.22,-2.57,-2.42,-2.7,0.1,-2.77,-3.56,-7.15
197509,-4.6,-4.39,-1.9,-1.63,-3.17,-2.28,-4.55,-2.67,-4.23,-4.84
197510,7.53,5.32,4.74,6.68,4.25,5.65,5.35,5.85,5.06,1.22
197511,3.53,2.56,2.13,3.27,2.75,4.54,3.93,4.33,3.92,4.45
197512,-2.83,-2,0.76,0.46,0.34,-0.01,0.14,-0.21,0.55,0.58
197601,11.3,11.51,9.6,12.98,14.83,16.15,18.54,18.67,20.41,26.38
197602,-3.07,1.15,1.27,3.6,1.17,3.31,2.88,4.79,7.8,14.04
